Crop Category,DateRecv,Entered,ID,EnteredBy,DocNum,CardCode,Ship to,Batch #,ItemCode,Description,ItmsGrpNam,WhsCode,Project,Quantity,Affected,Percent,$ Amt,PulpTemp,TruckTemp,Issue1,Issue2,Issue3,Notes,Status,Complaint Category 1,Complaint Category 2,Complaint Category 3,PRODUCTION ZONE,ZONE PACK,PACK ZONE,ZONE SHIP,ZONE AGING,RECEIVED @ WAREHOUSE,AGE @ JF RECEIVING,JF FACILITY (LAW/SSF),SHIP TO CUST,TOTAL AGING,DAYS TO COMPLAINT,AGE @ TIME OF COMPLAINT,PO #,INCOMING QUAL SCORE,RECEIVING TEMP,Color,QUALITY DEFECT,,CONDICTIONAL DEFECT 1,,CONDITIONAL DEFECT 2,,SERIOUS CONDITIONAL  DEFECT 1,,SERIOUS CONDITIONAL  DEFECT 2,,QC REP
HERBS,8/31/17,08/31/2017,2981,63,551619,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",513453,chi1,chives dz bunches,chives,SF1,JF,4,4,100.00%,47.44,62,,Temp. Abuse,,,,Protected,SHIPPING/TRANSPORTATION,,,WATVEN,24-Aug-2017,WATVEN,24-Aug-2017,1,24-Aug-2017,1,SF1,29-Aug-2017,6,3,9,52723,85,40,N/A,INSECT DAMAGE,12%,DISCOLORATION,7.33%,MECH DAMAGE,1.33%,DISEASE PRESENCE,2%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2981,63,551619,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",513324,dil1,dill dz bunches,dill,SF1,JF,4,4,100.00%,43.44,62,,Temp. Abuse,,,,Protected,SHIPPING/TRANSPORTATION,,,SWAVEN,23-Aug-2017,SWAVEN,23-Aug-2017,1,23-Aug-2017,1,SF1,29-Aug-2017,7,3,10,52692 ,82,38,N/A,N/A,0%,DISCOLORATION,2.67%,N/A,0%,DEHYDRATION/WILT,8%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2981,63,551619,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",513325,mar1,marjoram dz bunches,marjoram,SF1,JF,3,3,100.00%,35.58,67,,Temp. Abuse,,,,Protected,SHIPPING/TRANSPORTATION,,,SWAVEN,23-Aug-2017,SWAVEN,23-Aug-2017,1,23-Aug-2017,1,SF1,29-Aug-2017,7 ,3 ,10 ,52692 ,72,46,N/A,INSECT DAMAGE,14.67%,INSECT PRESENCE/FRASS,13.33%,MECH DAMAGE,10.67%,N/A,0%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2981,63,551619,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",512544,ros1,rosemary dz bunches,rosemary,SF1,JF,6,6,100.00%,71.16,67,,Temp. Abuse,,,,Protected,SHIPPING/TRANSPORTATION,,,LEVVEN,17-Aug-2017,LEVVEN,17-Aug-2017,1 ,17-Aug-2017,1 ,SF1,29-Aug-2017,13 ,3 ,16 ,52589 ,59,46,N/A,OVERSIZED,6%,DISCOLORATION,12.67%,N/A,0%,YELLOWING,15.33%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2981,63,551619,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",512715,sag1,sage dz bunches,sage,SF1,JF,4,4,100.00%,47.44,67,,Temp. Abuse,,,,Protected,SHIPPING/TRANSPORTATION,,,WATVEN,18-Aug-2017,WATVEN,18-Aug-2017,1 ,18-Aug-2017,1 ,SF1,29-Aug-2017,12 ,3 ,15 ,52610 ,91,48,N/A,OVERSIZED,11.33%,DISCOLORATION,3.33%,MECH DAMAGE,4%,N/A,0%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2981,63,551619,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",513455,spm1,spearmint dz bunches,spearmint,SF1,JF,35,35,100.00%,315.00,67,,Temp. Abuse,,,,Protected,SHIPPING/TRANSPORTATION,,,PESVEN,24-Aug-2017,PESVEN,24-Aug-2017,1 ,24-Aug-2017,1 ,SF1,29-Aug-2017,6 ,3 ,9 ,52723 ,77,40,N/A,INSECT DAMAGE,24.67%,INSECT PRESENCE/FRASS,3.33%,MECH DAMAGE,8.67%,DEHYDRATION/WILT,2.67%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2981,63,551619,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",513882,tar1,tarragon dz bunches,tarragon,SF1,JF,7,7,100.00%,99.82,67,,Temp. Abuse,,,,Protected,SHIPPING/TRANSPORTATION,,,FREVEN,28-Aug-2017,FREVEN,28-Aug-2017,1 ,28-Aug-2017,1 ,SF1,29-Aug-2017,2 ,3 ,5 ,52782 ,80,45,N/A,OVERSIZED,11.33%,DISCOLORATION,2.67%,N/A,0%,YELLOWING,6%,DISEASE PRESENCE,1.33%,NG
HERBS,8/31/17,08/31/2017,2981,63,551619,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",513872,thy1,thyme dz bunches,thyme,SF1,JF,20,20,100.00%,237.20,84,,Temp. Abuse,,,,Protected,SHIPPING/TRANSPORTATION,,,SWAVEN,28-Aug-2017,SWAVEN,28-Aug-2017,1 ,28-Aug-2017,1 ,SF1,29-Aug-2017,2 ,3 ,5 ,52782 ,80,43,N/A,UNDERSIZED,16.67%,DISCOLORATION,6%,INSECT PRESENCE/FRASS,0.67%,YELLOWING,4%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2981,63,551619,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",513453,chi4,chives 6ct 1/4oz clamshells,chives,SF1,JF,2,2,100.00%,7.70,67,,Temp. Abuse,,,,Protected,SHIPPING/TRANSPORTATION,,,WATVEN,24-Aug-2017,WATVEN,24-Aug-2017,1,24-Aug-2017,1,SF1,29-Aug-2017,6,3 ,9,52723 ,85,40,N/A,INSECT DAMAGE,12%,DISCOLORATION,7.33%,MECH DAMAGE,1.33%,DISEASE PRESENCE,2%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2981,63,551619,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",512944,ros4,rosemary 6ct 1/4oz clamshells,rosemary,SF1,JF,2,2,100.00%,7.70,67,,Temp. Abuse,,,,Protected,SHIPPING/TRANSPORTATION,,,LEVVEN,21-Aug-2017,LEVVEN,21-Aug-2017,1 ,21-Aug-2017,1 ,SF1,29-Aug-2017,9 ,3 ,12 ,52660 ,76,46,N/A,OVERSIZED,6.67%,DISCOLORATION,6%,N/A,0%,YELLOWING,9.33%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2981,63,551619,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",513454,sag4,sage 6ct 1/4oz clamshells,sage,SF1,JF,2,2,100.00%,7.70,67,,Temp. Abuse,,,,Protected,SHIPPING/TRANSPORTATION,,,WATVEN,24-Aug-2017,WATVEN,24-Aug-2017,1 ,24-Aug-2017,1 ,SF1,29-Aug-2017,6 ,3 ,9 ,52723 ,85,44,N/A,OVERSIZED,19.33%,DISCOLORATION,4%,MECH DAMAGE,6%,YELLOWING,1.33%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2981,63,551619,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",513558,bas6,basil 6ct 3/4oz clamshells,basil,SF1,JFM,4,4,100.00%,27.40,67,,Temp. Abuse,,,,Protected,SHIPPING/TRANSPORTATION,,,YUMOR1,N/A,EXTERNAL VENDOR,N/A,N/A,25-Aug-2017,N/A,SF1,29-Aug-2017,5 ,3 ,8 ,302558 ,66,60,N/A,N/A,0%,DISCOLORATION,16.4%,MECH DAMAGE,24%,N/A,0%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2981,63,551619,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",513558,bas46,basil 6ct 4oz clamshells,basil,SF1,JFM,4,4,100.00%,48.60,67,,Temp. Abuse,,,,Protected,SHIPPING/TRANSPORTATION,,,YUMOR1,N/A,EXTERNAL VENDOR,N/A,N/A,25-Aug-2017,N/A,SF1,29-Aug-2017,5 ,3 ,8 ,302558 ,66,60,N/A,N/A,0%,DISCOLORATION,16.4%,MECH DAMAGE,24%,N/A,0%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2981,63,551619,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",512195,bay6,bay leaves 6ct 1/3oz clamshells,bay leaves,SF1,JF,4,4,100.00%,35.40,67,,Temp. Abuse,,,,Protected,SHIPPING/TRANSPORTATION,,,PAJVEN,15-Aug-2017,PAJVEN,15-Aug-2017,1 ,15-Aug-2017,1 ,SF1,29-Aug-2017,15 ,3 ,18 ,52548 ,96,41,N/A,INSECT DAMAGE,5.33%,DISCOLORATION,1.33%,MECH DAMAGE,2.67%,N/A,0%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2981,63,551619,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",512215,ros6,rosemary 6ct 3/4oz clamshells,rosemary,SF1,JF,8,8,100.00%,54.80,67,,Temp. Abuse,,,,Protected,SHIPPING/TRANSPORTATION,,,LEVVEN,15-Aug-2017,LEVVEN,15-Aug-2017,1 ,15-Aug-2017,1 ,SF1,29-Aug-2017,15 ,3 ,18 ,52548 ,64,42,N/A,OVERSIZED,10.67%,DISCOLORATION,5.33%,N/A,0%,YELLOWING,14.67%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2981,63,551619,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",512537,sag6,sage 6ct 3/4oz clamshells,sage,SF1,JF,6,6,100.00%,41.10,67,,Temp. Abuse,,,,Protected,SHIPPING/TRANSPORTATION,,,FREVEN,17-Aug-2017,FREVEN,17-Aug-2017,1 ,17-Aug-2017,1 ,SF1,29-Aug-2017,13 ,3 ,16 ,52589 ,83,47,N/A,INSECT DAMAGE,12.67%,DISCOLORATION,2%,MECH DAMAGE,8.67%,DISEASE PRESENCE,1.33%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2981,63,551619,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",513455,spm6,spearmint 6ct 3/4oz clamshells,spearmint,SF1,JF,8,8,100.00%,54.80,67,,Temp. Abuse,,,,Protected,SHIPPING/TRANSPORTATION,,,PESVEN,24-Aug-2017,PESVEN,24-Aug-2017,1 ,24-Aug-2017,1 ,SF1,29-Aug-2017,6 ,3 ,9 ,52723 ,77,40,N/A,INSECT DAMAGE,24.67%,INSECT PRESENCE/FRASS,3.33%,MECH DAMAGE,8.67%,DEHYDRATION/WILT,2.67%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2981,63,551619,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",513328,thy6,thyme 6ct 3/4oz clamshells,thyme,SF1,JF,6,6,100.00%,41.10,84,,Temp. Abuse,,,,Protected,SHIPPING/TRANSPORTATION,,,SWAVEN,23-Aug-2017,SWAVEN,23-Aug-2017,1,23-Aug-2017,1,SF1,29-Aug-2017,7,3 ,10,52692 ,96,46,N/A,FLOWERS,7.33%,DISCOLORATION,3.33%,N/A,0%,N/A,0%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2982,63,551622,WHOSF,"6035 GIANT ROAD_x000D__x000D_RICHMOND, CA  94806",513412,bas46w,basil 6ct 4oz clamshells whole trade,basil,SF1,JFM,100,100,100.00%,"1,235.00",,,Black Leaves,,,,Rejected,SERIOUS CONDITIONAL,,,SJD,25-Aug-2017,SJDVEN,25-Aug-2017,1 ,27-Aug-2017,3 ,SF1,29-Aug-2017,5 ,3 ,8 ,52763 ,82,53,N/A,INSECT DAMAGE,5.33%,INSECT PRESENCE/SEVERE INSECT DAMAGE,11.33%,MECH DAMAGE,22%,N/A,0%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2983,63,551545,WHOSF,"6035 GIANT ROAD_x000D__x000D_RICHMOND, CA  94806",(128)513237,bas46w,basil 6ct 4oz clamshells whole trade,basil,SF1,JFM,150,150,100.00%,"1,852.50",,,Black Leaves,,,,Rejected,SERIOUS CONDITIONAL,,,SJD,23-Aug-2017,SJDVEN,23-Aug-2017,1 ,25-Aug-2017,3 ,SF1,27-Aug-2017,5 ,5 ,10 ,52744 ,67,49,N/A,INSECT DAMAGE,12%,DISCOLORATION,14.67%,MECH DAMAGE,17.33%,N/A,0%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2983,63,551545,WHOSF,"6035 GIANT ROAD_x000D__x000D_RICHMOND, CA  94806",(22)513280,bas46w,basil 6ct 4oz clamshells whole trade,basil,SF1,JFM,150,0,0.00%,0.00,,,Black Leaves,,,,Rejected,SERIOUS CONDITIONAL,,,SJD,23-Aug-2017,SJDVEN,23-Aug-2017,1 ,25-Aug-2017,3 ,SF1,27-Aug-2017,5 ,5 ,10 ,52744 ,67,49,N/A,N/A,0%,DISCOLORATION,22.67%,MECH DAMAGE,14%,N/A,0%,N/A,0%,NG
HERBS,8/31/17,08/31/2017,2984,63,550539,WHOSF,"6035 GIANT ROAD_x000D__x000D_RICHMOND, CA  94806",512628,bas46w,basil 6ct 4oz clamshells whole trade,basil,SF1,JFM,100,100,100.00%,"1,235.00",,,Black Leaves,,,,Rejected,SERIOUS CONDITIONAL,,,SJD,18-Aug-2017,SJDVEN,18-Aug-2017,1 ,20-Aug-2017,3 ,SF1,22-Aug-2017,5 ,10 ,15 ,52644 ,83,51,N/A,INSECT DAMAGE,14%,DISCOLORATION,11.33%,MECH DAMAGE,10.67%,N/A,0%,N/A,0%,NG
VEGETABLES,9/1/17,09/01/2017,2985,63,550919,CLA,"1601 E. OLYMPIC BLVD.  #218_x000D_BLDG. 200, SUITE 210_x000D_LOS ANGELES, CA  90021",513358,PAD,PADRON PEPPER 5LB BOX,PADRON,LA1,BCN,2,2,100.00%,36.00,,,Other,,,very old,Rejected,,,,BCN,23-Aug-2017,BCNVEN,23-Aug-2017,1 ,24-Aug-2017,2 ,LA1,30-Aug-2017,8 ,3 ,11 ,52717 ,88,48,N/A,SCARRING,6%,DISCOLORATION,4%,N/A,0%,DEHYDRATION/SHRIVEL,3.33%,N/A,0%,NG
HERBS,9/1/17,09/01/2017,2986,63,551636,PAT,"855 N. ROOSEVELT ROAD_x000D__x000D_PEARSALL, TX  78061",513796,bas8,basil lb bulk,basil,SF1,JF,200,200,100.00%,650.00,70,,Discoloration,,,,Unknown,QUALITY,,,YUMOR1,N/A,EXTERNAL VENDOR,N/A,N/A,28-Aug-2017,N/A,SF1,30-Aug-2017,3 ,3 ,6 ,52811 ,68,59,N/A,FLOWERS,1.33%,DISCOLORATION,22%,MECH DAMAGE,10.67%,DECAY,2%,N/A,0%,NG
HERBS,9/4/17,09/04/2017,2987,63,550985,TRANW,"WCD - LACEY WAREHOUSE_x000D_3707 HOGUM BAY ROAD_x000D_LACEY, WA  98516",513818,bas42t,basil dz 4oz clamshells TJ,basil,SF1,JFM,50,50,100.00%,"1,162.50",,,Other,,,SPOILAGE,Rejected,SERIOUS CONDITIONAL,,,SJD,28-Aug-2017,SJDVEN,28-Aug-2017,1,30-Aug-2017,3,LA1,1-Sep-2017,5,4 ,9,52818 ,74,52,N/A,FLOWERS,2%,DISCOLORATION,20%,MECH DAMAGE,18%,N/A,0%,N/A,0%,NG
VEGETABLES,9/5/17,09/05/2017,2988,63,550931,SPO,"1905 S. GEIGER BLVD_x000D__x000D_SPOKANE, WA  99224-5411",512817,ZGM,ZUCCHINI MEDIUM 22LB,ZUCCHINI,LA1,BCN,10,10,100.00%,160.00,,,Discoloration,,,,Protected,QUALITY,,,BCN,19-Aug-2017,BCNVEN,19-Aug-2017,1 ,20-Aug-2017,2 ,LA1,30-Aug-2017,12 ,7 ,19 ,52642 ,98,50,N/A,SCARRING,5.33%,DISCOLORATION,1.33%,N/A,0%,N/A,0%,N/A,0%,NG
TOMATO,9/5/17,09/05/2017,2989,63,552753,VFF,"1400 W. RICON STREET_x000D__x000D_CORONA, CA  92880",514408,CHO,RED CHERRY OPEN PINT 12CT,RED CHERRY,LA1,BCN,240,120,50.00%,"2,130.00",,,Soft,Cracked / Split (Fruit),,,Protected,SERIOUS CONDITIONAL,,,BCN,1-Sep-2017,BCNVEN,1-Sep-2017,1 ,3-Sep-2017,3 ,LA1,4-Sep-2017,4 ,2 ,6 ,52882 ,95,56,N/A,INSECT DAMAGE,3.33%,DISCOLORATION,8%,N/A,0%,N/A,0%,N/A,0%,NG
TOMATO,9/5/17,09/05/2017,2989,63,552753,VFF,"1400 W. RICON STREET_x000D__x000D_CORONA, CA  92880",514421,CHO,RED CHERRY OPEN PINT 12CT,RED CHERRY,LA1,BCN,240,120,50.00%,"2,130.00",,,Soft,Cracked / Split (Fruit),,,Protected,SERIOUS CONDITIONAL,,,BCN,1-Sep-2017,BCNVEN,1-Sep-2017,1 ,3-Sep-2017,3 ,LA1,4-Sep-2017,4 ,2 ,6 ,52882 ,84,52,N/A,SCARRING,3.33%,SOFTNESS,2.67%,N/A,0%,DEHYDRATION/SHRIVEL,0.67%,UNHEALED CUTS/SPLITS,0.67%,NG
HERBS,9/5/17,09/05/2017,2990,63,552254,KRGRAL,"2215 S WILMINGTON_x000D__x000D_COMPTON, CA  90220",514124,chi3k,chives 3ct 2/3oz clamshells Kroger,chives,LA1,JF,60,60,100.00%,151.20,64,,Discoloration,,,,Rejected,QUALITY,,,HERIN1,N/A,EXTERNAL VENDOR,N/A,N/A,30-Aug-2017,N/A,LA1,2-Sep-2017,4,4 ,8,303150 ,57,60,N/A,INSECT DAMAGE,10%,DISCOLORATION,19%,INSECT PRESENCE/FRASS,5%,WETNESS,7.5%,N/A,0%,NG
HERBS,9/5/17,09/05/2017,2990,63,552254,KRGRAL,"2215 S WILMINGTON_x000D__x000D_COMPTON, CA  90220",513862,spm3k,spearmint 3ct 2/3oz clamshells Kroger,spearmint,LA1,JF,100,100,100.00%,252.00,57,,Wet - Condensation Present,,,,Rejected,SHIPPING/TRANSPORTATION,,,PESVEN,28-Aug-2017,PESVEN,28-Aug-2017,1,29-Aug-2017,2,LA1,2-Sep-2017,6,4 ,10,52797 ,75,49,N/A,INSECT DAMAGE,8%,DISCOLORATION,14%,MECH DAMAGE,16%,YELLOWING,1.33%,N/A,0%,NG
TOMATO,9/6/17,09/06/2017,2991,63,552743,ALB,"3268 East Vernon Avenue_x000D__x000D_Vernon, CA  90058",514483,CHF,RED CHERRY 12 PINT FAIRTRADE,RED CHERRY,LA1,BCN,50,50,100.00%,697.50,,,Soft,,,,Protected,SERIOUS CONDITIONAL,,,BCN,2-Sep-2017,BCNVEN,2-Sep-2017,1 ,4-Sep-2017,2 ,LA1,5-Sep-2017,4 ,2 ,6 ,52888 ,97,58,N/A,SCARRING,2.67%,DISCOLORATION,4.67%,N/A,0%,N/A,0%,N/A,0%,NG
TOMATO,9/11/17,09/11/2017,2992,63,553363,KRG,"2215 S. Wilmington Ave._x000D__x000D_Compton, CA  90220",514797,TV4,TOMATO ON THE VINE 11LB,TOV,LA1,MHS,25,25,100.00%,401.25,53,,Dehydration (Leafy Green),Spotting,,,Rejected,CONDITIONAL,SERIOUS CONDITIONAL,,MHS,5-Sep-2017,MHSVEN,5-Sep-2017,1 ,6-Sep-2017,2 ,LA1,10-Sep-2017,6 ,2 ,8 ,52930 ,82,51,N/A,SCARRING,5.33%,DISCOLORATION,4%,N/A,0%,UNHEALED CUTS/SPLITS,2%,N/A,0%,NG
VEGETABLES,9/11/17,09/11/2017,2993,63,553317,PRE,"7407 SOUTHFRONT ROAD_x000D__x000D_LIVERMORE, CA  94550-9247",514685,MBF12,SWEET PEPPER MEDLEY 12CT 16OZ BAG FAIRTRADE,MINI PEPPER,LA1,BCN,250,40,16.00%,500.00,,,Decay,Shrivel (Fruit),,"""We will lose @ 25%- should get 70%-75% good""",Protected,SERIOUS CONDITIONAL,CONDITIONAL,,BCN,5-Sep-2017,BCNVEN,5-Sep-2017,1 ,6-Sep-2017,2 ,LA1,8-Sep-2017,4 ,4 ,8 ,52931 ,97,48,N/A,SCARRING,3.33%,DISCOLORATION,4.67%,N/A,0%,N/A,0%,N/A,0%,NG
TOMATO,9/14/17,09/14/2017,2994,63,552983,SAF,"SPOKANE, WA",515302,CXF,CHERRY TOMATO MEDLEY 12-1 DRY PINT CLAMSHELLS FAIRTRADE,MIXED CHERRY,LA1,BCN,5,5,100.00%,152.50,,,Shrivel (Fruit),,,,Protected,CONDITIONAL,,,BCN,9-Sep-2017,BCNVEN,9-Sep-2017,1 ,10-Sep-2017,2 ,LA1,10-Sep-2017,2 ,5 ,7 ,53000 ,94,57,N/A,SCARRING,2.67%,DISCOLORATION,2.67%,N/A,0%,DEHYDRATION/SHRIVEL,1.33%,N/A,0%,NG
VEGETABLES,9/14/17,09/15/2017,2995,63,552057,SPO,"1905 S. GEIGER BLVD_x000D__x000D_SPOKANE, WA  99224-5411",513198,GIB,GINGER 30LB,GINGER,LA1,DCP,6,1,16.67%,50.00,,,Mold,Other,,chocolate wrapper inside,Protected,SERIOUS CONDITIONAL,FOOD SAFETY ISSUE,,LACAM1,N/A,EXTERNAL VENDOR,N/A,N/A,22-Aug-2017,N/A,LA1,10-Sep-2017,20 ,5 ,25 ,299419 ,66,54,N/A,SCARRING,18.67%,DISCOLORATION,11.33%,N/A,0%,DECAY,9.33%,N/A,0%,NG
VEGETABLES,9/14/17,09/15/2017,2995,63,552057,SPO,"1905 S. GEIGER BLVD_x000D__x000D_SPOKANE, WA  99224-5411",513202,GIB,GINGER 30LB,GINGER,LA1,DCP,6,5,83.33%,250.00,,,Mold,Other,,chocolate wrapper inside,Protected,SERIOUS CONDITIONAL,FOOD SAFETY ISSUE,,LACAM1,N/A,EXTERNAL VENDOR,N/A,N/A,22-Aug-2017,N/A,LA1,10-Sep-2017,20 ,5 ,25 ,299419 ,65,53,N/A,SCARRING,20%,N/A,0%,N/A,0%,DECAY,10.67%,DEHYDRATION/SHRIVEL,1.33%,NG
TOMATO,9/18/17,09/21/2017,2996,63,554604,GRW,"6400 BROADWAY_x000D_DENVER, CO  80221",515568,TOV,TOMATO ON THE VINE 11LB,TOV,LA1,DCN,15,15,100.00%,240.00,,,Spotting,Other,,The TOV’s they sent were a little old. We have some brown spots and the vine is dry and brittle.,Protected,CONDITIONAL,,,GREPR,N/A,EXTERNAL VENDOR,N/A,N/A,12-Sep-2017,N/A,LA1,14-Sep-2017,3 ,5 ,8 ,304717 ,82,50,N/A,SCARRING,12%,DISCOLORATION,8%,BRUISING,2%,N/A,0%,N/A,0%,NG
TOMATO,9/18/17,09/21/2017,2997,63,554258,RDW,"1940 Ridgeway Street_x000D__x000D_Hammond, WI  54015",515321,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,60,60,100.00%,"1,230.00",,,Decay,Shrivel (Fruit),,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,BCN,9-Sep-2017,BCNVEN,9-Sep-2017,1 ,10-Sep-2017,2 ,LA1,14-Sep-2017,6 ,5 ,11 ,53001 ,88,58,N/A,SCARRING,4%,DISCOLORATION,8%,N/A,0%,DEHYDRATION/SHRIVEL,2.67%,N/A,0%,NG
TOMATO,9/18/17,09/21/2017,2998,63,554506,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",515253,CHF,RED CHERRY 12 PINT FAIRTRADE,RED CHERRY,LA1,BCN,40,15,37.50%,307.50,,,Mold,Cracked / Split (Fruit),,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,BCN,9-Sep-2017,BCNVEN,9-Sep-2017,1 ,10-Sep-2017,2 ,LA1,14-Sep-2017,6 ,5 ,11 ,53000 ,91,57,5,INSECT DAMAGE,2.67%,DISCOLORATION,5.33%,N/A,0%,UNHEALED CUTS/SPLITS,2%,N/A,0%,NG
TOMATO,9/18/17,09/21/2017,2998,63,554506,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",515320,CHF,RED CHERRY 12 PINT FAIRTRADE,RED CHERRY,LA1,BCN,40,25,62.50%,512.50,,,Mold,Cracked / Split (Fruit),,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,BCN,9-Sep-2017,BCNVEN,9-Sep-2017,1 ,10-Sep-2017,2 ,LA1,14-Sep-2017,6 ,5 ,11 ,53001 ,98,59,5,SCARRING,4%,DISCOLORATION,2%,N/A,0%,N/A,0%,N/A,0%,NG
TOMATO,9/18/17,09/21/2017,2998,63,554506,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",515111,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,80,8,10.00%,164.00,,,Mold,Cracked / Split (Fruit),,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,BCN,8-Sep-2017,BCNVEN,8-Sep-2017,1 ,8-Sep-2017,1 ,LA1,14-Sep-2017,7 ,5 ,12 ,52975 ,88,50,6,SCARRING,4%,DISCOLORATION,6.67%,SOFTNESS,4.67%,DEHYDRATION/SHRIVEL,2%,N/A,0%,NG
TOMATO,9/18/17,09/21/2017,2998,63,554506,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",515249,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,80,3,3.75%,61.50,,,Mold,Cracked / Split (Fruit),,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,BCN,8-Sep-2017,BCNVEN,8-Sep-2017,1 ,10-Sep-2017,3 ,LA1,14-Sep-2017,7 ,5 ,12 ,52999 ,97,59,6,SCARRING,4%,DISCOLORATION,2.67%,SOFTNESS,1.33%,N/A,0%,N/A,0%,NG
TOMATO,9/18/17,09/21/2017,2998,63,554506,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",515250,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,80,39,48.75%,799.50,,,Mold,Cracked / Split (Fruit),,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,BCN,8-Sep-2017,BCNVEN,8-Sep-2017,1 ,10-Sep-2017,3 ,LA1,14-Sep-2017,7 ,5 ,12 ,52999 ,95,59,6,SCARRING,4.67%,DISCOLORATION,5.33%,SOFTNESS,2%,N/A,0%,N/A,0%,NG
TOMATO,9/18/17,09/21/2017,2998,63,554506,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",515286,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,LA1,BCN,80,10,12.50%,205.00,,,Mold,Cracked / Split (Fruit),,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,BCN,9-Sep-2017,BCNVEN,9-Sep-2017,1 ,10-Sep-2017,2 ,LA1,14-Sep-2017,6 ,5 ,11 ,53001 ,96,59,5,SCARRING,2.67%,DISCOLORATION,6%,N/A,0%,N/A,0%,N/A,0%,NG
